,x,y,v,Subtypes,colors
321,11,13,TraEL: Entropy density L on transcript,Transcript related,#CCB441
322,11,14,MRe: Molar refractivity1,Polarizability refractivity,#A0CF6D
323,11,15,LFI: Lipoaffinity index0,Solubility lipoaffinity,#D1963A
324,11,16,HPCB4: Gas-hexadecane PC_3 distribution of 1.00B,Partition coefficient,#C6CEBA
325,11,17,SHAC4: Strong H-Bond acceptors_3 distriCution of 1.00C,Hydrogen bond related,#FFC000
326,11,18,((,Secondary structure,#76A6D3
327,11,19,((((,Secondary structure,#76A6D3
328,11,20,TPSC4: Topological polar surface area_3 distriCution of 1.00C,Topological indice,#B4B044
329,11,21,SHDB4: Strong H-Bond donors distribution of 1.00B,Hydrogen bond related,#FFC000
330,11,22,LFIB4: Lipoaffinity index distribution of 1.00B,Solubility lipoaffinity,#D1963A
331,11,23,SHAB4: Strong H-Bond acceptors_3 distribution of 1.00B,Hydrogen bond related,#FFC000
332,11,24,DPRA4: Distribution of 1.00A,Transcript related,#CCB441
333,11,25,MRe: Molar refractivity100,Polarizability refractivity,#A0CF6D
334,11,26,SHDB3: Strong H-Bond donors distribution of 0.75B,Hydrogen bond related,#FFC000
335,11,27,SHDB2: Strong H-Bond donors distribution of 0.50B,Hydrogen bond related,#FFC000
336,12,0,ADGC2: Dinucleotide auto covariance of lag2 on DGC,Nucleotide related,#ED7D31
337,12,1,AWCI2: Dinucleotide auto covariance of lag2 on WCI,Nucleotide related,#ED7D31
338,12,2,CC213: Cross covariance of lag2 on ETI-SKE,Nucleotide related,#ED7D31
339,12,3,ASKE1: Dinucleotide auto covariance of lag1 on SKE,Nucleotide related,#ED7D31
340,12,4,L1SKE: Series correlation PseDN composition of lamda1-SKE,Nucleotide related,#ED7D31
341,12,5,nMFE,Secondary structure,#76A6D3
342,12,6,LFIAB: Lipoaffinity index transition between A and B,Solubility lipoaffinity,#D1963A
343,12,7,HPCCA: Gas-hexadecane PC composition of A,Partition coefficient,#C6CEBA
344,12,8,HPC: Gas-hexadecane PC_3102,Partition coefficient,#C6CEBA
345,12,9,MRe: Molar refractivity101,Polarizability refractivity,#A0CF6D
346,12,10,MRe: Molar refractivity10,Polarizability refractivity,#A0CF6D
347,12,11,LFI: Lipoaffinity index_300,Solubility lipoaffinity,#D1963A
348,12,12,MRe: Molar refractivity111,Polarizability refractivity,#A0CF6D
349,12,13,LFI: Lipoaffinity index_30,Solubility lipoaffinity,#D1963A
350,12,14,MReCB: Molar refractivity composition of B,Polarizability refractivity,#A0CF6D
351,12,15,LFICA: Lipoaffinity index composition of A,Solubility lipoaffinity,#D1963A
352,12,16,HPCB4: Gas-hexadecane PC distribution of 1.00B,Partition coefficient,#C6CEBA
353,12,17,LFI: Lipoaffinity index100,Solubility lipoaffinity,#D1963A
354,12,18,CNH: NH- count01,Molecular fingerprint,#9AB6D1
355,12,19,PPMFS: Pseudo protein PI-MW frame score,Pseudo protein related,#B3CE93
356,12,20,PHBC4: Potential Hydrogen Bonds_3 distriCution of 1.00C,Hydrogen bond related,#FFC000
357,12,21,LFIC4: Lipoaffinity index_3 distriCution of 1.00C,Solubility lipoaffinity,#D1963A
358,12,22,DPRG4: Distribution of 1.00G,Transcript related,#CCB441
359,12,23,MRe: Molar refractivity001,Polarizability refractivity,#A0CF6D
360,12,24,HPCCA: Gas-hexadecane PC_3 composition of A,Partition coefficient,#C6CEBA
361,12,25,HPC: Gas-hexadecane PC_30,Partition coefficient,#C6CEBA
362,12,26,MRe: Molar refractivity0,Polarizability refractivity,#A0CF6D
363,12,27,HPC: Gas-hexadecane PC_300,Partition coefficient,#C6CEBA
364,13,0,APIA2: Dinucleotide auto covariance of lag2 on PIA,Nucleotide related,#ED7D31
365,13,1,ASDG2: Dinucleotide auto covariance of lag2 on SDG,Nucleotide related,#ED7D31
366,13,2,CC224: Cross covariance of lag2 on WCI-SKE,Nucleotide related,#ED7D31
367,13,3,CC208: Cross covariance of lag2 on BDS-SKE,Nucleotide related,#ED7D31
368,13,4,ABST2: Dinucleotide auto covariance of lag2 on BST,Nucleotide related,#ED7D31
369,13,5,ADDT2: Dinucleotide auto covariance of lag2 on DDT,Nucleotide related,#ED7D31
370,13,6,ALBZ2: Dinucleotide auto covariance of lag2 on LBZ,Nucleotide related,#ED7D31
371,13,7,LFI: Lipoaffinity index_3102,Solubility lipoaffinity,#D1963A
372,13,8,CC126: Cross covariance of lag1 on SLI-PID,Nucleotide related,#ED7D31
373,13,9,CC105: Cross covariance of lag1 on PID-SLI,Nucleotide related,#ED7D31
374,13,10,MReAB: Molar refractivity transition between A and B,Polarizability refractivity,#A0CF6D
375,13,11,SCDTG: Series correlation PseDN composition of TG,Nucleotide related,#ED7D31
376,13,12,LFI: Lipoaffinity index_3000,Solubility lipoaffinity,#D1963A
377,13,13,MRe: Molar refractivity11,Polarizability refractivity,#A0CF6D
378,13,14,MRe: Molar refractivity110,Polarizability refractivity,#A0CF6D
379,13,15,PHBB4: Potential Hydrogen Bonds_3 distribution of 1.00B,Hydrogen bond related,#FFC000
380,13,16,DPRC4: Distribution of 1.00C,Transcript related,#CCB441
381,13,17,LFI: Lipoaffinity index001,Solubility lipoaffinity,#D1963A
382,13,18,CNH: NH- count101,Molecular fingerprint,#9AB6D1
383,13,19,CNH: NH- count10,Molecular fingerprint,#9AB6D1
384,13,20,CNHAB: NH- count transition between A and B,Molecular fingerprint,#9AB6D1
385,13,21,SHD: Strong H-Bond donors001,Hydrogen bond related,#FFC000
386,13,22,ORFED: Entropy density D on ORF,Open reading frame,#BDC6CF
387,13,23,PHB: Potential Hydrogen Bonds_320,Hydrogen bond related,#FFC000
388,13,24,MReCA: Molar refractivity composition of A,Polarizability refractivity,#A0CF6D
389,13,25,MRe: Molar refractivity00,Polarizability refractivity,#A0CF6D
390,13,26,HPC: Gas-hexadecane PC_3000,Partition coefficient,#C6CEBA
391,13,27,LFIBC: Lipoaffinity index_3 transition between B and C,Solubility lipoaffinity,#D1963A
392,14,0,CC113: Cross covariance of lag1 on ETI-SKE,Nucleotide related,#ED7D31
393,14,1,CC223: Cross covariance of lag2 on WCI-ETI,Nucleotide related,#ED7D31
394,14,2,ADST2: Dinucleotide auto covariance of lag2 on DST,Nucleotide related,#ED7D31
395,14,3,ASMH2: Dinucleotide auto covariance of lag2 on SMH,Nucleotide related,#ED7D31
396,14,4,ASKE2: Dinucleotide auto covariance of lag2 on SKE,Nucleotide related,#ED7D31
397,14,5,ASTB2: Dinucleotide auto covariance of lag2 on STB,Nucleotide related,#ED7D31
398,14,6,ARIS2: Dinucleotide auto covariance of lag2 on RIS,Nucleotide related,#ED7D31
399,14,7,APDT2: Dinucleotide auto covariance of lag2 on PDT,Nucleotide related,#ED7D31
400,14,8,MRe: Molar refractivity010,Polarizability refractivity,#A0CF6D
401,14,9,MRe: Molar refractivity01,Polarizability refractivity,#A0CF6D
402,14,10,TraTC: Transition between T and C,Transcript related,#CCB441
403,14,11,PCDTG: Parallel correlation PseDN composition of TG,Nucleotide related,#ED7D31
404,14,12,HPC: Gas-hexadecane PC_3012,Partition coefficient,#C6CEBA
405,14,13,SCDGT: Series correlation PseDN composition of GT,Nucleotide related,#ED7D31
406,14,14,PHB: Potential Hydrogen Bonds_310,Hydrogen bond related,#FFC000
407,14,15,LFI: Lipoaffinity index010,Solubility lipoaffinity,#D1963A
408,14,16,MLFAB: Linear free energy transition between A and B,Hydrogen bond related,#FFC000
409,14,17,MLF: Linear free energy01,Hydrogen bond related,#FFC000
410,14,18,SHA: Strong H-Bond acceptors_3201,Hydrogen bond related,#FFC000
411,14,19,TPS: Topological polar surface area_3201,Topological indice,#B4B044
412,14,20,SHD: Strong H-Bond donors100,Hydrogen bond related,#FFC000
413,14,21,PHB: Potential Hydrogen Bonds_302,Hydrogen bond related,#FFC000
414,14,22,PHBAC: Potential Hydrogen Bonds_3 transition between A and C,Hydrogen bond related,#FFC000
415,14,23,LFI: Lipoaffinity index_3021,Solubility lipoaffinity,#D1963A
416,14,24,PCDCA: Parallel correlation PseDN composition of CA,Nucleotide related,#ED7D31
417,14,25,MRe: Molar refractivity000,Polarizability refractivity,#A0CF6D
418,14,26,ORFEE: Entropy density E on ORF,Open reading frame,#BDC6CF
419,14,27,TraEE: Entropy density E on transcript,Transcript related,#CCB441
420,15,0,CC124: Cross covariance of lag1 on WCI-SKE,Nucleotide related,#ED7D31
421,15,1,CC214: Cross covariance of lag2 on ETI-WCI,Nucleotide related,#ED7D31
422,15,2,ASMG2: Dinucleotide auto covariance of lag2 on SMG,Nucleotide related,#ED7D31
423,15,3,CC222: Cross covariance of lag2 on WCI-BDS,Nucleotide related,#ED7D31
424,15,4,L2SKE: Series correlation PseDN composition of lamda2-SKE,Nucleotide related,#ED7D31
425,15,5,ASDS1: Dinucleotide auto covariance of lag1 on SDS,Nucleotide related,#ED7D31
426,15,6,AHTF2: Dinucleotide auto covariance of lag2 on HTF,Nucleotide related,#ED7D31
427,15,7,ASEZ2: Dinucleotide auto covariance of lag2 on SEZ,Nucleotide related,#ED7D31
428,15,8,ATWI2: Dinucleotide auto covariance of lag2 on TWI,Nucleotide related,#ED7D31
429,15,9,LFI: Lipoaffinity index_3201,Solubility lipoaffinity,#D1963A
430,15,10,HPC: Gas-hexadecane PC_3120,Partition coefficient,#C6CEBA
431,15,11,HPCBC: Gas-hexadecane PC_3 transition between B and C,Partition coefficient,#C6CEBA
432,15,12,PCDGT: Parallel correlation PseDN composition of GT,Nucleotide related,#ED7D31
433,15,13,PHB: Potential Hydrogen Bonds_301,Hydrogen bond related,#FFC000
434,15,14,PHBAB: Potential Hydrogen Bonds_3 transition between A and B,Hydrogen bond related,#FFC000
435,15,15,SHA: Strong H-Bond acceptors_3021,Hydrogen bond related,#FFC000
436,15,16,SHA: Strong H-Bond acceptors_3210,Hydrogen bond related,#FFC000
437,15,17,MLF: Linear free energy10,Hydrogen bond related,#FFC000
438,15,18,CNH: NH- count010,Molecular fingerprint,#9AB6D1
439,15,19,LFI: Lipoaffinity index_3012,Solubility lipoaffinity,#D1963A
440,15,20,TraED: Entropy density D on transcript,Transcript related,#CCB441
441,15,21,LFI: Lipoaffinity index_3210,Solubility lipoaffinity,#D1963A
442,15,22,SCDAC: Series correlation PseDN composition of AC,Nucleotide related,#ED7D31
443,15,23,SCDCA: Series correlation PseDN composition of CA,Nucleotide related,#ED7D31
444,15,24,PCDAC: Parallel correlation PseDN composition of AC,Nucleotide related,#ED7D31
445,15,25,TraAG: Transition between A and G,Transcript related,#CCB441
446,15,26,HPCAB: Gas-hexadecane PC transition between A and B,Partition coefficient,#C6CEBA
447,15,27,HPC: Gas-hexadecane PC10,Partition coefficient,#C6CEBA
448,16,0,TPS: Topological polar surface area_3102,Topological indice,#B4B044
449,16,1,L2ETI: Series correlation PseDN composition of lamda2-ETI,Nucleotide related,#ED7D31
450,16,2,CC209: Cross covariance of lag2 on BDS-WCI,Nucleotide related,#ED7D31
451,16,3,CC207: Cross covariance of lag2 on BDS-ETI,Nucleotide related,#ED7D31
452,16,4,ASMS2: Dinucleotide auto covariance of lag2 on SMS,Nucleotide related,#ED7D31
453,16,5,ASDH1: Dinucleotide auto covariance of lag1 on SDH,Nucleotide related,#ED7D31
454,16,6,APID2: Dinucleotide auto covariance of lag2 on PID,Nucleotide related,#ED7D31
455,16,7,L2SLI: Series correlation PseDN composition of lamda2-SLI,Nucleotide related,#ED7D31
456,16,8,L2PID: Series correlation PseDN composition of lamda2-PID,Nucleotide related,#ED7D31
457,16,9,ASLI2: Dinucleotide auto covariance of lag2 on SLI,Nucleotide related,#ED7D31
458,16,10,HPC: Gas-hexadecane PC_3021,Partition coefficient,#C6CEBA
459,16,11,HPC: Gas-hexadecane PC_3210,Partition coefficient,#C6CEBA
460,16,12,SHABC: Strong H-Bond acceptors_3 transition between B and C,Hydrogen bond related,#FFC000
461,16,13,SHA: Strong H-Bond acceptors_3012,Hydrogen bond related,#FFC000
462,16,14,PCDTA: Parallel correlation PseDN composition of TA,Nucleotide related,#ED7D31
463,16,15,SCDTA: Series correlation PseDN composition of TA,Nucleotide related,#ED7D31
464,16,16,CNH: NH- count100,Molecular fingerprint,#9AB6D1
465,16,17,SLFAB: Sum of path lengths starting from oxygens_3 transition between A and B,Topological indice,#B4B044
466,16,18,SLF: Sum of path lengths starting from oxygens_310,Topological indice,#B4B044
467,16,19,SLF: Sum of path lengths starting from oxygens_301,Topological indice,#B4B044
468,16,20,SHA: Strong H-Bond acceptors_3102,Hydrogen bond related,#FFC000
469,16,21,LFI: Lipoaffinity index_3120,Solubility lipoaffinity,#D1963A
470,16,22,HPC: Gas-hexadecane PC001,Partition coefficient,#C6CEBA
471,16,23,HPC: Gas-hexadecane PC010,Partition coefficient,#C6CEBA
472,16,24,HPC: Gas-hexadecane PC_3010,Partition coefficient,#C6CEBA
473,16,25,HPC: Gas-hexadecane PC01,Partition coefficient,#C6CEBA
474,16,26,LFI: Lipoaffinity index_3002,Solubility lipoaffinity,#D1963A
475,16,27,LFI: Lipoaffinity index00,Solubility lipoaffinity,#D1963A
476,17,0,L1WCI: Series correlation PseDN composition of lamda1-WCI,Nucleotide related,#ED7D31
477,17,1,CC108: Cross covariance of lag1 on BDS-SKE,Nucleotide related,#ED7D31
478,17,2,CC212: Cross covariance of lag2 on ETI-BDS,Nucleotide related,#ED7D31
479,17,3,ABDS2: Dinucleotide auto covariance of lag2 on BDS,Nucleotide related,#ED7D31
480,17,4,CC101: Cross covariance of lag1 on PID-BDS,Nucleotide related,#ED7D31
481,17,5,CC103: Cross covariance of lag1 on PID-SKE,Nucleotide related,#ED7D31
482,17,6,AAPH2: Dinucleotide auto covariance of lag2 on APH,Nucleotide related,#ED7D31
483,17,7,AIBA2: Dinucleotide auto covariance of lag2 on IBA,Nucleotide related,#ED7D31
484,17,8,ATIL2: Dinucleotide auto covariance of lag2 on TIL,Nucleotide related,#ED7D31
485,17,9,CC220: Cross covariance of lag2 on SKE-SLI,Nucleotide related,#ED7D31
486,17,10,TraEH: Entropy density H on transcript,Transcript related,#CCB441
487,17,11,SHA: Strong H-Bond acceptors_3120,Hydrogen bond related,#FFC000
488,17,12,PCDAT: Parallel correlation PseDN composition of AT,Nucleotide related,#ED7D31
489,17,13,ORFEH: Entropy density H on ORF,Open reading frame,#BDC6CF
490,17,14,TraAC: Transition between A and C,Transcript related,#CCB441
491,17,15,CNHCA: NH- count composition of A,Molecular fingerprint,#9AB6D1
492,17,16,CNH: NH- count001,Molecular fingerprint,#9AB6D1
493,17,17,TraEQ: Entropy density Q on transcript,Transcript related,#CCB441
494,17,18,ORFEQ: Entropy density Q on ORF,Open reading frame,#BDC6CF
495,17,19,PSN: Primary or secondary nitrogens0,Topological indice,#B4B044
496,17,20,HPC: Gas-hexadecane PC100,Partition coefficient,#C6CEBA
497,17,21,ORFCo: ORF coverage,Open reading frame,#BDC6CF
498,17,22,PHB: Potential Hydrogen Bonds_3201,Hydrogen bond related,#FFC000
499,17,23,HPC: Gas-hexadecane PC_310,Partition coefficient,#C6CEBA
500,17,24,HPCAB: Gas-hexadecane PC_3 transition between A and B,Partition coefficient,#C6CEBA
501,17,25,LFI: Lipoaffinity index_3020,Solubility lipoaffinity,#D1963A
502,17,26,LFI: Lipoaffinity index000,Solubility lipoaffinity,#D1963A
503,17,27,SHA: Strong H-Bond acceptors_3200,Hydrogen bond related,#FFC000
504,18,0,APIA1: Dinucleotide auto covariance of lag1 on PIA,Nucleotide related,#ED7D31
505,18,1,CC117: Cross covariance of lag1 on SKE-BDS,Nucleotide related,#ED7D31
506,18,2,L2WCI: Series correlation PseDN composition of lamda2-WCI,Nucleotide related,#ED7D31
507,18,3,AHCT2: Dinucleotide auto covariance of lag2 on HCT,Nucleotide related,#ED7D31
508,18,4,CC104: Cross covariance of lag1 on PID-WCI,Nucleotide related,#ED7D31
509,18,5,CC116: Cross covariance of lag1 on SKE-PID,Nucleotide related,#ED7D31
510,18,6,AABA1: Dinucleotide auto covariance of lag1 on ABA,Nucleotide related,#ED7D31
511,18,7,AROL2: Dinucleotide auto covariance of lag2 on ROL,Nucleotide related,#ED7D31
512,18,8,ASFB2: Dinucleotide auto covariance of lag2 on SFB,Nucleotide related,#ED7D31
513,18,9,ASHI2: Dinucleotide auto covariance of lag2 on SHI,Nucleotide related,#ED7D31
514,18,10,..,Secondary structure,#76A6D3
515,18,11,SCDAT: Series correlation PseDN composition of AT,Nucleotide related,#ED7D31
516,18,12,ORFET: Entropy density T on ORF,Open reading frame,#BDC6CF
517,18,13,TraET: Entropy density T on transcript,Transcript related,#CCB441
518,18,14,CNH: NH- count00,Molecular fingerprint,#9AB6D1
519,18,15,TPSCA: Topological polar surface area_3 composition of A,Topological indice,#B4B044
520,18,16,CNH: NH- count0,Molecular fingerprint,#9AB6D1
521,18,17,PSNCA: Primary or secondary nitrogens composition of A,Topological indice,#B4B044
522,18,18,SHD: Strong H-Bond donors010,Hydrogen bond related,#FFC000
523,18,19,PSN: Primary or secondary nitrogens00,Topological indice,#B4B044
524,18,20,PSN: Primary or secondary nitrogens000,Topological indice,#B4B044
525,18,21,HPC: Gas-hexadecane PC_3100,Partition coefficient,#C6CEBA
526,18,22,HPC: Gas-hexadecane PC_3001,Partition coefficient,#C6CEBA
527,18,23,HPC: Gas-hexadecane PC_301,Partition coefficient,#C6CEBA
528,18,24,LFIAC: Lipoaffinity index_3 transition between A and C,Solubility lipoaffinity,#D1963A
529,18,25,SHA: Strong H-Bond acceptors_3002,Hydrogen bond related,#FFC000
530,18,26,SHA: Strong H-Bond acceptors_3020,Hydrogen bond related,#FFC000
531,18,27,SHAAC: Strong H-Bond acceptors_3 transition between A and C,Hydrogen bond related,#FFC000
532,19,0,L1ETI: Series correlation PseDN composition of lamda1-ETI,Nucleotide related,#ED7D31
533,19,1,CC119: Cross covariance of lag1 on SKE-WCI,Nucleotide related,#ED7D31
534,19,2,ABDG2: Dinucleotide auto covariance of lag2 on BDG,Nucleotide related,#ED7D31
535,19,3,ADTB2: Dinucleotide auto covariance of lag2 on DTB,Nucleotide related,#ED7D31
536,19,4,CC102: Cross covariance of lag1 on PID-ETI,Nucleotide related,#ED7D31
537,19,5,ABDH2: Dinucleotide auto covariance of lag2 on BDH,Nucleotide related,#ED7D31
538,19,6,ABLS2: Dinucleotide auto covariance of lag2 on BLS,Nucleotide related,#ED7D31
539,19,7,AABA2: Dinucleotide auto covariance of lag2 on ABA,Nucleotide related,#ED7D31
540,19,8,ASHI1: Dinucleotide auto covariance of lag1 on SHI,Nucleotide related,#ED7D31
541,19,9,CC229: Cross covariance of lag2 on SLI-SKE,Nucleotide related,#ED7D31
542,19,10,....,Secondary structure,#76A6D3
543,19,11,...,Secondary structure,#76A6D3
544,19,12,.,Secondary structure,#76A6D3
545,19,13,CNH: NH- count000,Molecular fingerprint,#9AB6D1
546,19,14,TPS: Topological polar surface area_3000,Topological indice,#B4B044
547,19,15,TPS: Topological polar surface area_300,Topological indice,#B4B044
548,19,16,TPS: Topological polar surface area_30,Topological indice,#B4B044
549,19,17,SHDAB: Strong H-Bond donors transition between A and B,Hydrogen bond related,#FFC000
550,19,18,TPS: Topological polar surface area_3020,Topological indice,#B4B044
551,19,19,TPS: Topological polar surface area_3200,Topological indice,#B4B044
552,19,20,FickS: Fickett score,Codon related,#679DC4
553,19,21,SLF: Sum of path lengths starting from oxygens_3010,Topological indice,#B4B044
554,19,22,LFI: Lipoaffinity index_302,Solubility lipoaffinity,#D1963A
555,19,23,SLF: Sum of path lengths starting from oxygens_3020,Topological indice,#B4B044
556,19,24,LFI: Lipoaffinity index_320,Solubility lipoaffinity,#D1963A
557,19,25,LFI: Lipoaffinity index_3200,Solubility lipoaffinity,#D1963A
558,19,26,SHA: Strong H-Bond acceptors_320,Hydrogen bond related,#FFC000
559,19,27,PHBCB: Potential Hydrogen Bonds_3 composition of B,Hydrogen bond related,#FFC000
560,20,0,CC123: Cross covariance of lag1 on WCI-ETI,Nucleotide related,#ED7D31
561,20,1,CC118: Cross covariance of lag1 on SKE-ETI,Nucleotide related,#ED7D31
562,20,2,L2BDS: Series correlation PseDN composition of lamda2-BDS,Nucleotide related,#ED7D31
563,20,3,CC204: Cross covariance of lag2 on PID-WCI,Nucleotide related,#ED7D31
564,20,4,CC121: Cross covariance of lag1 on WCI-PID,Nucleotide related,#ED7D31
565,20,5,CC106: Cross covariance of lag1 on BDS-PID,Nucleotide related,#ED7D31
566,20,6,ASDH2: Dinucleotide auto covariance of lag2 on SDH,Nucleotide related,#ED7D31
567,20,7,ASDS2: Dinucleotide auto covariance of lag2 on SDS,Nucleotide related,#ED7D31
568,20,8,ABDT2: Dinucleotide auto covariance of lag2 on BDT,Nucleotide related,#ED7D31
569,20,9,CC230: Cross covariance of lag2 on SLI-WCI,Nucleotide related,#ED7D31
570,20,10,CC210: Cross covariance of lag2 on BDS-SLI,Nucleotide related,#ED7D31
571,20,11,...(,Secondary structure,#76A6D3
572,20,12,(...,Secondary structure,#76A6D3
573,20,13,.(((,Secondary structure,#76A6D3
574,20,14,(.,Secondary structure,#76A6D3
575,20,15,(.((,Secondary structure,#76A6D3
576,20,16,ORFER: Entropy density R on ORF,Open reading frame,#BDC6CF
577,20,17,SHD: Strong H-Bond donors10,Hydrogen bond related,#FFC000
578,20,18,TPS: Topological polar surface area_320,Topological indice,#B4B044
579,20,19,TPS: Topological polar surface area_3002,Topological indice,#B4B044
580,20,20,SLF: Sum of path lengths starting from oxygens_3001,Topological indice,#B4B044
581,20,21,MLF: Linear free energy101,Hydrogen bond related,#FFC000
582,20,22,SLFCA: Sum of path lengths starting from oxygens_3 composition of A,Topological indice,#B4B044
583,20,23,PHB: Potential Hydrogen Bonds_3102,Hydrogen bond related,#FFC000
584,20,24,SHA: Strong H-Bond acceptors_302,Hydrogen bond related,#FFC000
585,20,25,PHB: Potential Hydrogen Bonds_3101,Hydrogen bond related,#FFC000
586,20,26,HPC: Gas-hexadecane PC101,Partition coefficient,#C6CEBA
587,20,27,ORFEP: Entropy density P on ORF,Open reading frame,#BDC6CF
588,21,0,AWCI1: Dinucleotide auto covariance of lag1 on WCI,Nucleotide related,#ED7D31
589,21,1,ASDG1: Dinucleotide auto covariance of lag1 on SDG,Nucleotide related,#ED7D31
590,21,2,CC109: Cross covariance of lag1 on BDS-WCI,Nucleotide related,#ED7D31
591,21,3,CC202: Cross covariance of lag2 on PID-ETI,Nucleotide related,#ED7D31
592,21,4,CC111: Cross covariance of lag1 on ETI-PID,Nucleotide related,#ED7D31
593,21,5,ADDT1: Dinucleotide auto covariance of lag1 on DDT,Nucleotide related,#ED7D31
594,21,6,ABDT1: Dinucleotide auto covariance of lag1 on BDT,Nucleotide related,#ED7D31
595,21,7,CC115: Cross covariance of lag1 on ETI-SLI,Nucleotide related,#ED7D31
596,21,8,CC125: Cross covariance of lag1 on WCI-SLI,Nucleotide related,#ED7D31
597,21,9,CC228: Cross covariance of lag2 on SLI-ETI,Nucleotide related,#ED7D31
598,21,10,CC225: Cross covariance of lag2 on WCI-SLI,Nucleotide related,#ED7D31
599,21,11,..(,Secondary structure,#76A6D3
600,21,12,..((,Secondary structure,#76A6D3
601,21,13,.((,Secondary structure,#76A6D3
602,21,14,.(,Secondary structure,#76A6D3
603,21,15,((.(,Secondary structure,#76A6D3
604,21,16,SHD: Strong H-Bond donors01,Hydrogen bond related,#FFC000
605,21,17,TPSAC: Topological polar surface area_3 transition between A and C,Topological indice,#B4B044
606,21,18,TraER: Entropy density R on transcript,Transcript related,#CCB441
607,21,19,TPS: Topological polar surface area_302,Topological indice,#B4B044
608,21,20,MLF: Linear free energy1,Hydrogen bond related,#FFC000
609,21,21,MLFCB: Linear free energy composition of B,Hydrogen bond related,#FFC000
610,21,22,SLF: Sum of path lengths starting from oxygens_30,Topological indice,#B4B044
611,21,23,PHB: Potential Hydrogen Bonds_3210,Hydrogen bond related,#FFC000
612,21,24,SLF: Sum of path lengths starting from oxygens_3002,Topological indice,#B4B044
613,21,25,SHA: Strong H-Bond acceptors_3202,Hydrogen bond related,#FFC000
614,21,26,ComRC: Composition of C,Transcript related,#CCB441
615,21,27,HPCCB: Gas-hexadecane PC composition of B,Partition coefficient,#C6CEBA
616,22,0,CC114: Cross covariance of lag1 on ETI-WCI,Nucleotide related,#ED7D31
617,22,1,CC122: Cross covariance of lag1 on WCI-BDS,Nucleotide related,#ED7D31
618,22,2,ABDS1: Dinucleotide auto covariance of lag1 on BDS,Nucleotide related,#ED7D31
619,22,3,CC201: Cross covariance of lag2 on PID-BDS,Nucleotide related,#ED7D31
620,22,4,CC221: Cross covariance of lag2 on WCI-PID,Nucleotide related,#ED7D31
621,22,5,AIBA1: Dinucleotide auto covariance of lag1 on IBA,Nucleotide related,#ED7D31
622,22,6,ASFB1: Dinucleotide auto covariance of lag1 on SFB,Nucleotide related,#ED7D31
623,22,7,CC226: Cross covariance of lag2 on SLI-PID,Nucleotide related,#ED7D31
624,22,8,CC110: Cross covariance of lag1 on BDS-SLI,Nucleotide related,#ED7D31
625,22,9,CC215: Cross covariance of lag2 on ETI-SLI,Nucleotide related,#ED7D31
626,22,10,CC128: Cross covariance of lag1 on SLI-ETI,Nucleotide related,#ED7D31
627,22,11,(..,Secondary structure,#76A6D3
628,22,12,(((.,Secondary structure,#76A6D3
629,22,13,((.,Secondary structure,#76A6D3
630,22,14,(.(,Secondary structure,#76A6D3
631,22,15,.(.,Secondary structure,#76A6D3
632,22,16,SHDCB: Strong H-Bond donors composition of B,Hydrogen bond related,#FFC000
633,22,17,PHB: Potential Hydrogen Bonds_3202,Hydrogen bond related,#FFC000
634,22,18,TPS: Topological polar surface area_3202,Topological indice,#B4B044
635,22,19,SLF: Sum of path lengths starting from oxygens_3100,Topological indice,#B4B044
636,22,20,GCCoW: GC content of whole sequence,Guanine-cytosine related,#9AA983
637,22,21,GCCo3: GC content of 3rd position of codons,Guanine-cytosine related,#9AA983
638,22,22,MLF: Linear free energy110,Hydrogen bond related,#FFC000
639,22,23,PHB: Potential Hydrogen Bonds_3021,Hydrogen bond related,#FFC000
640,22,24,SLF: Sum of path lengths starting from oxygens_3200,Topological indice,#B4B044
641,22,25,SHACC: Strong H-Bond acceptors_3 composition of C,Hydrogen bond related,#FFC000
642,22,26,HPCCB: Gas-hexadecane PC_3 composition of B,Partition coefficient,#C6CEBA
643,22,27,TraEP: Entropy density P on transcript,Transcript related,#CCB441
644,23,0,AETI1: Dinucleotide auto covariance of lag1 on ETI,Nucleotide related,#ED7D31
645,23,1,CC107: Cross covariance of lag1 on BDS-ETI,Nucleotide related,#ED7D31
646,23,2,L1BDS: Series correlation PseDN composition of lamda1-BDS,Nucleotide related,#ED7D31
647,23,3,CC206: Cross covariance of lag2 on BDS-PID,Nucleotide related,#ED7D31
648,23,4,CC211: Cross covariance of lag2 on ETI-PID,Nucleotide related,#ED7D31
649,23,5,AAPH1: Dinucleotide auto covariance of lag1 on APH,Nucleotide related,#ED7D31
650,23,6,CC203: Cross covariance of lag2 on PID-SKE,Nucleotide related,#ED7D31
651,23,7,ASLI1: Dinucleotide auto covariance of lag1 on SLI,Nucleotide related,#ED7D31
652,23,8,CC227: Cross covariance of lag2 on SLI-BDS,Nucleotide related,#ED7D31
653,23,9,CC127: Cross covariance of lag1 on SLI-BDS,Nucleotide related,#ED7D31
654,23,10,CC130: Cross covariance of lag1 on SLI-WCI,Nucleotide related,#ED7D31
655,23,11,((..,Secondary structure,#76A6D3
656,23,12,(..(,Secondary structure,#76A6D3
657,23,13,.((.,Secondary structure,#76A6D3
658,23,14,ORFEG: Entropy density G on ORF,Open reading frame,#BDC6CF
659,23,15,LFICC: Lipoaffinity index_3 composition of C,Solubility lipoaffinity,#D1963A
