,x,y,v,Subtypes,colors
314,11,6,HPC: Gas-hexadecane PC_3201,Partition coefficient,#a6cee3
315,11,7,CNH: NH- count11,Molecular fingerprint,#8c8c8c
316,11,8,CNH: NH- count1,Molecular fingerprint,#8c8c8c
317,11,9,ProAH: Pseudo protein average hydropathy,Pseudo protein related,#ffed6f
318,11,10,MRe: Molar refractivity011,Polarizability refractivity,#1f78b4
319,11,11,MRe: Molar refractivity110,Polarizability refractivity,#1f78b4
320,11,12,PHBB4: Potential Hydrogen Bonds_3 distribution of 1.00B,Hydrogen bond related,#6a3d9a
321,11,13,HPCB4: Gas-hexadecane PC distribution of 1.00B,Partition coefficient,#a6cee3
322,11,14,SHAC4: Strong H-Bond acceptors_3 distriCution of 1.00C,Hydrogen bond related,#6a3d9a
323,11,15,MLF: Linear free energy01,Hydrogen bond related,#6a3d9a
324,11,16,HPC: Gas-hexadecane PC100,Partition coefficient,#a6cee3
325,11,17,SHA: Strong H-Bond acceptors_3210,Hydrogen bond related,#6a3d9a
326,11,18,CNH: NH- count100,Molecular fingerprint,#8c8c8c
327,11,19,TPSCA: Topological polar surface area_3 composition of A,Topological indice,#cab2d6
328,11,20,CNH: NH- count0,Molecular fingerprint,#8c8c8c
329,11,21,((.(,Secondary structure,#666666
330,11,22,HPC: Gas-hexadecane PC_3100,Partition coefficient,#a6cee3
331,11,23,SLF: Sum of path lengths starting from oxygens_3010,Topological indice,#cab2d6
332,11,24,MLF: Linear free energy1,Hydrogen bond related,#6a3d9a
333,11,25,GCCo2: GC content of 2nd position of codons,Guanine-cytosine related,#fdbf6f
334,11,26,PHB: Potential Hydrogen Bonds_3012,Hydrogen bond related,#6a3d9a
335,11,27,PHBBC: Potential Hydrogen Bonds_3 transition between B and C,Hydrogen bond related,#6a3d9a
336,12,0,ASEZ1: Dinucleotide auto covariance of lag1 on SEZ,Nucleotide related,#b2df8a
337,12,1,ALBZ1: Dinucleotide auto covariance of lag1 on LBZ,Nucleotide related,#b2df8a
338,12,2,ABDT1: Dinucleotide auto covariance of lag1 on BDT,Nucleotide related,#b2df8a
339,12,3,ASHI1: Dinucleotide auto covariance of lag1 on SHI,Nucleotide related,#b2df8a
340,12,4,L2PID: Series correlation PseDN composition of lamda2-PID,Nucleotide related,#b2df8a
341,12,5,ATWI2: Dinucleotide auto covariance of lag2 on TWI,Nucleotide related,#b2df8a
342,12,6,MReAB: Molar refractivity transition between A and B,Polarizability refractivity,#1f78b4
343,12,7,SHA: Strong H-Bond acceptors_3000,Hydrogen bond related,#6a3d9a
344,12,8,CNHCB: NH- count composition of B,Molecular fingerprint,#8c8c8c
345,12,9,ORFEV: Entropy density V on ORF,Open reading frame,#ff7f00
346,12,10,TraEL: Entropy density L on transcript,Transcript related,#fb9a99
347,12,11,TraES: Entropy density S on transcript,Transcript related,#fb9a99
348,12,12,MRe: Molar refractivity1,Polarizability refractivity,#1f78b4
349,12,13,LFI: Lipoaffinity index0,Solubility lipoaffinity,#33a02c
350,12,14,LFICA: Lipoaffinity index composition of A,Solubility lipoaffinity,#33a02c
351,12,15,MLFAB: Linear free energy transition between A and B,Hydrogen bond related,#6a3d9a
352,12,16,HPC: Gas-hexadecane PC001,Partition coefficient,#a6cee3
353,12,17,SHA: Strong H-Bond acceptors_3120,Hydrogen bond related,#6a3d9a
354,12,18,CNHCA: NH- count composition of A,Molecular fingerprint,#8c8c8c
355,12,19,TPS: Topological polar surface area_30,Topological indice,#cab2d6
356,12,20,TPS: Topological polar surface area_300,Topological indice,#cab2d6
357,12,21,(.((,Secondary structure,#666666
358,12,22,PHB: Potential Hydrogen Bonds_3201,Hydrogen bond related,#6a3d9a
359,12,23,MLF: Linear free energy101,Hydrogen bond related,#6a3d9a
360,12,24,GCCoW: GC content of whole sequence,Guanine-cytosine related,#fdbf6f
361,12,25,SLFCA: Sum of path lengths starting from oxygens_3 composition of A,Topological indice,#cab2d6
362,12,26,PHB: Potential Hydrogen Bonds_3120,Hydrogen bond related,#6a3d9a
363,12,27,SLF: Sum of path lengths starting from oxygens_300,Topological indice,#cab2d6
364,13,0,AHTF1: Dinucleotide auto covariance of lag1 on HTF,Nucleotide related,#b2df8a
365,13,1,CC216: Cross covariance of lag2 on SKE-PID,Nucleotide related,#b2df8a
366,13,2,ASDS2: Dinucleotide auto covariance of lag2 on SDS,Nucleotide related,#b2df8a
367,13,3,AABA2: Dinucleotide auto covariance of lag2 on ABA,Nucleotide related,#b2df8a
368,13,4,ATIL2: Dinucleotide auto covariance of lag2 on TIL,Nucleotide related,#b2df8a
369,13,5,ASLI2: Dinucleotide auto covariance of lag2 on SLI,Nucleotide related,#b2df8a
370,13,6,CC126: Cross covariance of lag1 on SLI-PID,Nucleotide related,#b2df8a
371,13,7,MRe: Molar refractivity10,Polarizability refractivity,#1f78b4
372,13,8,CNH: NH- count111,Molecular fingerprint,#8c8c8c
373,13,9,ORFEW: Entropy density W on ORF,Open reading frame,#ff7f00
374,13,10,LFICA: Lipoaffinity index_3 composition of A,Solubility lipoaffinity,#33a02c
375,13,11,MReCB: Molar refractivity composition of B,Polarizability refractivity,#1f78b4
376,13,12,LFI: Lipoaffinity index_30,Solubility lipoaffinity,#33a02c
377,13,13,MRe: Molar refractivity11,Polarizability refractivity,#1f78b4
378,13,14,SCDGT: Series correlation PseDN composition of GT,Nucleotide related,#b2df8a
379,13,15,PHBAB: Potential Hydrogen Bonds_3 transition between A and B,Hydrogen bond related,#6a3d9a
380,13,16,HPC: Gas-hexadecane PC010,Partition coefficient,#a6cee3
381,13,17,SCDTA: Series correlation PseDN composition of TA,Nucleotide related,#b2df8a
382,13,18,PCDTA: Parallel correlation PseDN composition of TA,Nucleotide related,#b2df8a
383,13,19,CNH: NH- count00,Molecular fingerprint,#8c8c8c
384,13,20,.(,Secondary structure,#666666
385,13,21,.((.,Secondary structure,#666666
386,13,22,HPC: Gas-hexadecane PC_3010,Partition coefficient,#a6cee3
387,13,23,MLFCB: Linear free energy composition of B,Hydrogen bond related,#6a3d9a
388,13,24,PHB: Potential Hydrogen Bonds_3210,Hydrogen bond related,#6a3d9a
389,13,25,GCCo3: GC content of 3rd position of codons,Guanine-cytosine related,#fdbf6f
390,13,26,PCDCT: Parallel correlation PseDN composition of CT,Nucleotide related,#b2df8a
391,13,27,MLF: Linear free energy111,Hydrogen bond related,#6a3d9a
392,14,0,CC203: Cross covariance of lag2 on PID-SKE,Nucleotide related,#b2df8a
393,14,1,APID1: Dinucleotide auto covariance of lag1 on PID,Nucleotide related,#b2df8a
394,14,2,ASDH2: Dinucleotide auto covariance of lag2 on SDH,Nucleotide related,#b2df8a
395,14,3,ASFB2: Dinucleotide auto covariance of lag2 on SFB,Nucleotide related,#b2df8a
396,14,4,AAPH2: Dinucleotide auto covariance of lag2 on APH,Nucleotide related,#b2df8a
397,14,5,APDT2: Dinucleotide auto covariance of lag2 on PDT,Nucleotide related,#b2df8a
398,14,6,ASEZ2: Dinucleotide auto covariance of lag2 on SEZ,Nucleotide related,#b2df8a
399,14,7,CC105: Cross covariance of lag1 on PID-SLI,Nucleotide related,#b2df8a
400,14,8,TPS: Topological polar surface area_3021,Topological indice,#cab2d6
401,14,9,TraEC: Entropy density C on transcript,Transcript related,#fb9a99
402,14,10,TPS: Topological polar surface area_3012,Topological indice,#cab2d6
403,14,11,SLF: Sum of path lengths starting from oxygens_302,Topological indice,#cab2d6
404,14,12,MRe: Molar refractivity111,Polarizability refractivity,#1f78b4
405,14,13,LFI: Lipoaffinity index_300,Solubility lipoaffinity,#33a02c
406,14,14,PCDGT: Parallel correlation PseDN composition of GT,Nucleotide related,#b2df8a
407,14,15,PHB: Potential Hydrogen Bonds_310,Hydrogen bond related,#6a3d9a
408,14,16,SHA: Strong H-Bond acceptors_3021,Hydrogen bond related,#6a3d9a
409,14,17,SHA: Strong H-Bond acceptors_3012,Hydrogen bond related,#6a3d9a
410,14,18,SHABC: Strong H-Bond acceptors_3 transition between B and C,Hydrogen bond related,#6a3d9a
411,14,19,TPS: Topological polar surface area_3000,Topological indice,#cab2d6
412,14,20,.((,Secondary structure,#666666
413,14,21,(.,Secondary structure,#666666
414,14,22,HPC: Gas-hexadecane PC_310,Partition coefficient,#a6cee3
415,14,23,LFIAC: Lipoaffinity index_3 transition between A and C,Solubility lipoaffinity,#33a02c
416,14,24,PHB: Potential Hydrogen Bonds_3102,Hydrogen bond related,#6a3d9a
417,14,25,TraEA: Entropy density A on transcript,Transcript related,#fb9a99
418,14,26,SCDCT: Series correlation PseDN composition of CT,Nucleotide related,#b2df8a
419,14,27,MLF: Linear free energy11,Hydrogen bond related,#6a3d9a
420,15,0,L1PID: Series correlation PseDN composition of lamda1-PID,Nucleotide related,#b2df8a
421,15,1,AAPH1: Dinucleotide auto covariance of lag1 on APH,Nucleotide related,#b2df8a
422,15,2,AIBA1: Dinucleotide auto covariance of lag1 on IBA,Nucleotide related,#b2df8a
423,15,3,AABA1: Dinucleotide auto covariance of lag1 on ABA,Nucleotide related,#b2df8a
424,15,4,AROL2: Dinucleotide auto covariance of lag2 on ROL,Nucleotide related,#b2df8a
425,15,5,AIBA2: Dinucleotide auto covariance of lag2 on IBA,Nucleotide related,#b2df8a
426,15,6,ARIS2: Dinucleotide auto covariance of lag2 on RIS,Nucleotide related,#b2df8a
427,15,7,MRe: Molar refractivity101,Polarizability refractivity,#1f78b4
428,15,8,TraEV: Entropy density V on transcript,Transcript related,#fb9a99
429,15,9,TPSBC: Topological polar surface area_3 transition between B and C,Topological indice,#cab2d6
430,15,10,SCDGC: Series correlation PseDN composition of GC,Nucleotide related,#b2df8a
431,15,11,SLFAC: Sum of path lengths starting from oxygens_3 transition between A and C,Topological indice,#cab2d6
432,15,12,LFI: Lipoaffinity index_3000,Solubility lipoaffinity,#33a02c
433,15,13,TraTC: Transition between T and C,Transcript related,#fb9a99
434,15,14,HPCBC: Gas-hexadecane PC_3 transition between B and C,Partition coefficient,#a6cee3
435,15,15,HPC: Gas-hexadecane PC_3021,Partition coefficient,#a6cee3
436,15,16,PHB: Potential Hydrogen Bonds_301,Hydrogen bond related,#6a3d9a
437,15,17,TraAC: Transition between A and C,Transcript related,#fb9a99
438,15,18,PCDAT: Parallel correlation PseDN composition of AT,Nucleotide related,#b2df8a
439,15,19,CNH: NH- count000,Molecular fingerprint,#8c8c8c
440,15,20,.(((,Secondary structure,#666666
441,15,21,((.,Secondary structure,#666666
442,15,22,HPCAB: Gas-hexadecane PC_3 transition between A and B,Partition coefficient,#a6cee3
443,15,23,LFI: Lipoaffinity index_320,Solubility lipoaffinity,#33a02c
444,15,24,HPC: Gas-hexadecane PC_301,Partition coefficient,#a6cee3
445,15,25,PHB: Potential Hydrogen Bonds_3021,Hydrogen bond related,#6a3d9a
446,15,26,SLF: Sum of path lengths starting from oxygens_3200,Topological indice,#cab2d6
447,15,27,HPC: Gas-hexadecane PC_3110,Partition coefficient,#a6cee3
448,16,0,ADDT1: Dinucleotide auto covariance of lag1 on DDT,Nucleotide related,#b2df8a
449,16,1,CC206: Cross covariance of lag2 on BDS-PID,Nucleotide related,#b2df8a
450,16,2,ABDH2: Dinucleotide auto covariance of lag2 on BDH,Nucleotide related,#b2df8a
451,16,3,ABLS2: Dinucleotide auto covariance of lag2 on BLS,Nucleotide related,#b2df8a
452,16,4,ASDS1: Dinucleotide auto covariance of lag1 on SDS,Nucleotide related,#b2df8a
453,16,5,L2SLI: Series correlation PseDN composition of lamda2-SLI,Nucleotide related,#b2df8a
454,16,6,ALBZ2: Dinucleotide auto covariance of lag2 on LBZ,Nucleotide related,#b2df8a
455,16,7,MRe: Molar refractivity010,Polarizability refractivity,#1f78b4
456,16,8,SCDCG: Series correlation PseDN composition of CG,Nucleotide related,#b2df8a
457,16,9,TraTG: Transition between T and G,Transcript related,#fb9a99
458,16,10,PCDGC: Parallel correlation PseDN composition of GC,Nucleotide related,#b2df8a
459,16,11,TPS: Topological polar surface area_3120,Topological indice,#cab2d6
460,16,12,SLF: Sum of path lengths starting from oxygens_320,Topological indice,#cab2d6
461,16,13,PCDTG: Parallel correlation PseDN composition of TG,Nucleotide related,#b2df8a
462,16,14,SCDTG: Series correlation PseDN composition of TG,Nucleotide related,#b2df8a
463,16,15,HPC: Gas-hexadecane PC_3012,Partition coefficient,#a6cee3
464,16,16,HPC: Gas-hexadecane PC_3210,Partition coefficient,#a6cee3
465,16,17,TraEH: Entropy density H on transcript,Transcript related,#fb9a99
466,16,18,TraET: Entropy density T on transcript,Transcript related,#fb9a99
467,16,19,ORFET: Entropy density T on ORF,Open reading frame,#ff7f00
468,16,20,((..,Secondary structure,#666666
469,16,21,..((,Secondary structure,#666666
470,16,22,(((.,Secondary structure,#666666
471,16,23,LFI: Lipoaffinity index_302,Solubility lipoaffinity,#33a02c
472,16,24,SLF: Sum of path lengths starting from oxygens_3020,Topological indice,#cab2d6
473,16,25,SLF: Sum of path lengths starting from oxygens_3002,Topological indice,#cab2d6
474,16,26,HPC: Gas-hexadecane PC_3011,Partition coefficient,#a6cee3
475,16,27,SHA: Strong H-Bond acceptors_3220,Hydrogen bond related,#6a3d9a
476,17,0,CC221: Cross covariance of lag2 on WCI-PID,Nucleotide related,#b2df8a
477,17,1,CC211: Cross covariance of lag2 on ETI-PID,Nucleotide related,#b2df8a
478,17,2,CC102: Cross covariance of lag1 on PID-ETI,Nucleotide related,#b2df8a
479,17,3,CC106: Cross covariance of lag1 on BDS-PID,Nucleotide related,#b2df8a
480,17,4,CC103: Cross covariance of lag1 on PID-SKE,Nucleotide related,#b2df8a
481,17,5,ASDH1: Dinucleotide auto covariance of lag1 on SDH,Nucleotide related,#b2df8a
482,17,6,ASTB2: Dinucleotide auto covariance of lag2 on STB,Nucleotide related,#b2df8a
483,17,7,AHTF2: Dinucleotide auto covariance of lag2 on HTF,Nucleotide related,#b2df8a
484,17,8,HPC: Gas-hexadecane PC_3102,Partition coefficient,#a6cee3
485,17,9,PCDCG: Parallel correlation PseDN composition of CG,Nucleotide related,#b2df8a
486,17,10,ORFEC: Entropy density C on ORF,Open reading frame,#ff7f00
487,17,11,PSN: Primary or secondary nitrogens001,Topological indice,#cab2d6
488,17,12,PSN: Primary or secondary nitrogens100,Topological indice,#cab2d6
489,17,13,ORFEM: Entropy density M on ORF,Open reading frame,#ff7f00
490,17,14,HPC: Gas-hexadecane PC_3120,Partition coefficient,#a6cee3
491,17,15,SHDCA: Strong H-Bond donors composition of A,Hydrogen bond related,#6a3d9a
492,17,16,HPCCA: Gas-hexadecane PC composition of A,Partition coefficient,#a6cee3
493,17,17,ORFEH: Entropy density H on ORF,Open reading frame,#ff7f00
494,17,18,SCDAT: Series correlation PseDN composition of AT,Nucleotide related,#b2df8a
495,17,19,(...,Secondary structure,#666666
496,17,20,(..,Secondary structure,#666666
497,17,21,..(,Secondary structure,#666666
498,17,22,HPC: Gas-hexadecane PC10,Partition coefficient,#a6cee3
499,17,23,LFI: Lipoaffinity index_3020,Solubility lipoaffinity,#33a02c
500,17,24,LFI: Lipoaffinity index_3200,Solubility lipoaffinity,#33a02c
501,17,25,HPC: Gas-hexadecane PC_3101,Partition coefficient,#a6cee3
502,17,26,PHB: Potential Hydrogen Bonds_3011,Hydrogen bond related,#6a3d9a
503,17,27,SHA: Strong H-Bond acceptors_3022,Hydrogen bond related,#6a3d9a
504,18,0,CC201: Cross covariance of lag2 on PID-BDS,Nucleotide related,#b2df8a
505,18,1,ADTB2: Dinucleotide auto covariance of lag2 on DTB,Nucleotide related,#b2df8a
506,18,2,CC101: Cross covariance of lag1 on PID-BDS,Nucleotide related,#b2df8a
507,18,3,CC104: Cross covariance of lag1 on PID-WCI,Nucleotide related,#b2df8a
508,18,4,ASMS2: Dinucleotide auto covariance of lag2 on SMS,Nucleotide related,#b2df8a
509,18,5,CC121: Cross covariance of lag1 on WCI-PID,Nucleotide related,#b2df8a
510,18,6,CC116: Cross covariance of lag1 on SKE-PID,Nucleotide related,#b2df8a
511,18,7,ADDT2: Dinucleotide auto covariance of lag2 on DDT,Nucleotide related,#b2df8a
512,18,8,LFI: Lipoaffinity index_3102,Solubility lipoaffinity,#33a02c
513,18,9,TPS: Topological polar surface area_3210,Topological indice,#cab2d6
514,18,10,PSN: Primary or secondary nitrogens010,Topological indice,#cab2d6
515,18,11,PSN: Primary or secondary nitrogens10,Topological indice,#cab2d6
516,18,12,TPS: Topological polar surface area_3100,Topological indice,#cab2d6
517,18,13,SHD: Strong H-Bond donors00,Hydrogen bond related,#6a3d9a
518,18,14,SHD: Strong H-Bond donors0,Hydrogen bond related,#6a3d9a
519,18,15,HPC: Gas-hexadecane PC0,Partition coefficient,#a6cee3
520,18,16,SLF: Sum of path lengths starting from oxygens_3201,Topological indice,#cab2d6
521,18,17,LFI: Lipoaffinity index10,Solubility lipoaffinity,#33a02c
522,18,18,LFI: Lipoaffinity index010,Solubility lipoaffinity,#33a02c
523,18,19,.,Secondary structure,#666666
524,18,20,..,Secondary structure,#666666
525,18,21,...(,Secondary structure,#666666
526,18,22,(..(,Secondary structure,#666666
527,18,23,HPC: Gas-hexadecane PC01,Partition coefficient,#a6cee3
528,18,24,SHA: Strong H-Bond acceptors_302,Hydrogen bond related,#6a3d9a
529,18,25,SHA: Strong H-Bond acceptors_3202,Hydrogen bond related,#6a3d9a
530,18,26,SHACC: Strong H-Bond acceptors_3 composition of C,Hydrogen bond related,#6a3d9a
531,18,27,HPC: Gas-hexadecane PC011,Partition coefficient,#a6cee3
532,19,0,CC204: Cross covariance of lag2 on PID-WCI,Nucleotide related,#b2df8a
533,19,1,ABDG2: Dinucleotide auto covariance of lag2 on BDG,Nucleotide related,#b2df8a
534,19,2,AHCT2: Dinucleotide auto covariance of lag2 on HCT,Nucleotide related,#b2df8a
535,19,3,L2ETI: Series correlation PseDN composition of lamda2-ETI,Nucleotide related,#b2df8a
536,19,4,ASMH2: Dinucleotide auto covariance of lag2 on SMH,Nucleotide related,#b2df8a
537,19,5,ABDS2: Dinucleotide auto covariance of lag2 on BDS,Nucleotide related,#b2df8a
538,19,6,CC111: Cross covariance of lag1 on ETI-PID,Nucleotide related,#b2df8a
539,19,7,ABST2: Dinucleotide auto covariance of lag2 on BST,Nucleotide related,#b2df8a
540,19,8,ASKE2: Dinucleotide auto covariance of lag2 on SKE,Nucleotide related,#b2df8a
541,19,9,PSNAB: Primary or secondary nitrogens transition between A and B,Topological indice,#cab2d6
542,19,10,PSN: Primary or secondary nitrogens01,Topological indice,#cab2d6
543,19,11,TPS: Topological polar surface area_301,Topological indice,#cab2d6
544,19,12,TPS: Topological polar surface area_3001,Topological indice,#cab2d6
545,19,13,LFI: Lipoaffinity index_3001,Solubility lipoaffinity,#33a02c
546,19,14,PHB: Potential Hydrogen Bonds_3010,Hydrogen bond related,#6a3d9a
547,19,15,SLF: Sum of path lengths starting from oxygens_3102,Topological indice,#cab2d6
548,19,16,MLF: Linear free energy010,Hydrogen bond related,#6a3d9a
549,19,17,HPC: Gas-hexadecane PC00,Partition coefficient,#a6cee3
550,19,18,PHB: Potential Hydrogen Bonds_3020,Hydrogen bond related,#6a3d9a
551,19,19,LFIAB: Lipoaffinity index transition between A and B,Solubility lipoaffinity,#33a02c
552,19,20,LFI: Lipoaffinity index01,Solubility lipoaffinity,#33a02c
553,19,21,...,Secondary structure,#666666
554,19,22,HPCAB: Gas-hexadecane PC transition between A and B,Partition coefficient,#a6cee3
555,19,23,LFI: Lipoaffinity index_3002,Solubility lipoaffinity,#33a02c
556,19,24,SHA: Strong H-Bond acceptors_3020,Hydrogen bond related,#6a3d9a
557,19,25,HPC: Gas-hexadecane PC101,Partition coefficient,#a6cee3
558,19,26,PHBCB: Potential Hydrogen Bonds_3 composition of B,Hydrogen bond related,#6a3d9a
559,19,27,HPC: Gas-hexadecane PC110,Partition coefficient,#a6cee3
560,20,0,ABLS1: Dinucleotide auto covariance of lag1 on BLS,Nucleotide related,#b2df8a
561,20,1,CC202: Cross covariance of lag2 on PID-ETI,Nucleotide related,#b2df8a
562,20,2,L2BDS: Series correlation PseDN composition of lamda2-BDS,Nucleotide related,#b2df8a
563,20,3,L2WCI: Series correlation PseDN composition of lamda2-WCI,Nucleotide related,#b2df8a
564,20,4,CC209: Cross covariance of lag2 on BDS-WCI,Nucleotide related,#b2df8a
565,20,5,CC222: Cross covariance of lag2 on WCI-BDS,Nucleotide related,#b2df8a
566,20,6,CC207: Cross covariance of lag2 on BDS-ETI,Nucleotide related,#b2df8a
567,20,7,L2SKE: Series correlation PseDN composition of lamda2-SKE,Nucleotide related,#b2df8a
568,20,8,nMFE,Secondary structure,#666666
569,20,9,SLF: Sum of path lengths starting from oxygens_3202,Topological indice,#cab2d6
570,20,10,TPS: Topological polar surface area_3010,Topological indice,#cab2d6
571,20,11,TPSAB: Topological polar surface area_3 transition between A and B,Topological indice,#cab2d6
572,20,12,LFI: Lipoaffinity index_3010,Solubility lipoaffinity,#33a02c
573,20,13,SHD: Strong H-Bond donors000,Hydrogen bond related,#6a3d9a
574,20,14,LFI: Lipoaffinity index_301,Solubility lipoaffinity,#33a02c
575,20,15,PHB: Potential Hydrogen Bonds_3001,Hydrogen bond related,#6a3d9a
576,20,16,HPC: Gas-hexadecane PC_3200,Partition coefficient,#a6cee3
577,20,17,SHA: Strong H-Bond acceptors_3100,Hydrogen bond related,#6a3d9a
578,20,18,SHA: Strong H-Bond acceptors_3001,Hydrogen bond related,#6a3d9a
579,20,19,SHA: Strong H-Bond acceptors_301,Hydrogen bond related,#6a3d9a
580,20,20,SHA: Strong H-Bond acceptors_3010,Hydrogen bond related,#6a3d9a
581,20,21,SHA: Strong H-Bond acceptors_310,Hydrogen bond related,#6a3d9a
582,20,22,....,Secondary structure,#666666
583,20,23,LFI: Lipoaffinity index000,Solubility lipoaffinity,#33a02c
584,20,24,SHAAC: Strong H-Bond acceptors_3 transition between A and C,Hydrogen bond related,#6a3d9a
585,20,25,HPCCB: Gas-hexadecane PC_3 composition of B,Partition coefficient,#a6cee3
586,20,26,ComRC: Composition of C,Transcript related,#fb9a99
587,20,27,SCDTT: Series correlation PseDN composition of TT,Nucleotide related,#b2df8a
588,21,0,ORFEA: Entropy density A on ORF,Open reading frame,#ff7f00
589,21,1,ABDH1: Dinucleotide auto covariance of lag1 on BDH,Nucleotide related,#b2df8a
590,21,2,ASMG2: Dinucleotide auto covariance of lag2 on SMG,Nucleotide related,#b2df8a
591,21,3,ADST2: Dinucleotide auto covariance of lag2 on DST,Nucleotide related,#b2df8a
592,21,4,CC212: Cross covariance of lag2 on ETI-BDS,Nucleotide related,#b2df8a
593,21,5,APTW2: Dinucleotide auto covariance of lag2 on PTW,Nucleotide related,#b2df8a
594,21,6,CC213: Cross covariance of lag2 on ETI-SKE,Nucleotide related,#b2df8a
595,21,7,L1SKE: Series correlation PseDN composition of lamda1-SKE,Nucleotide related,#b2df8a
596,21,8,ASTB1: Dinucleotide auto covariance of lag1 on STB,Nucleotide related,#b2df8a
597,21,9,ORFEF: Entropy density F on ORF,Open reading frame,#ff7f00
598,21,10,PSN: Primary or secondary nitrogens101,Topological indice,#cab2d6
599,21,11,TPS: Topological polar surface area_310,Topological indice,#cab2d6
600,21,12,ORFEY: Entropy density Y on ORF,Open reading frame,#ff7f00
601,21,13,LFI: Lipoaffinity index_3100,Solubility lipoaffinity,#33a02c
602,21,14,LFIAB: Lipoaffinity index_3 transition between A and B,Solubility lipoaffinity,#33a02c
603,21,15,PHB: Potential Hydrogen Bonds_3100,Hydrogen bond related,#6a3d9a
604,21,16,MLFCA: Linear free energy composition of A,Hydrogen bond related,#6a3d9a
605,21,17,MLF: Linear free energy0,Hydrogen bond related,#6a3d9a
606,21,18,PHB: Potential Hydrogen Bonds_30,Hydrogen bond related,#6a3d9a
607,21,19,SHAAB: Strong H-Bond acceptors_3 transition between A and B,Hydrogen bond related,#6a3d9a
608,21,20,SHA: Strong H-Bond acceptors_3101,Hydrogen bond related,#6a3d9a
609,21,21,LFI: Lipoaffinity index101,Solubility lipoaffinity,#33a02c
610,21,22,SLF: Sum of path lengths starting from oxygens_3101,Topological indice,#cab2d6
611,21,23,LFI: Lipoaffinity index00,Solubility lipoaffinity,#33a02c
612,21,24,SHA: Strong H-Bond acceptors_3002,Hydrogen bond related,#6a3d9a
613,21,25,PHB: Potential Hydrogen Bonds_3101,Hydrogen bond related,#6a3d9a
614,21,26,HPCCB: Gas-hexadecane PC composition of B,Partition coefficient,#a6cee3
615,21,27,PHB: Potential Hydrogen Bonds_3110,Hydrogen bond related,#6a3d9a
616,22,0,ADTB1: Dinucleotide auto covariance of lag1 on DTB,Nucleotide related,#b2df8a
617,22,1,ASMS1: Dinucleotide auto covariance of lag1 on SMS,Nucleotide related,#b2df8a
618,22,2,APIA2: Dinucleotide auto covariance of lag2 on PIA,Nucleotide related,#b2df8a
619,22,3,CC217: Cross covariance of lag2 on SKE-BDS,Nucleotide related,#b2df8a
620,22,4,CC214: Cross covariance of lag2 on ETI-WCI,Nucleotide related,#b2df8a
621,22,5,AWCI2: Dinucleotide auto covariance of lag2 on WCI,Nucleotide related,#b2df8a
622,22,6,CC208: Cross covariance of lag2 on BDS-SKE,Nucleotide related,#b2df8a
623,22,7,ASKE1: Dinucleotide auto covariance of lag1 on SKE,Nucleotide related,#b2df8a
624,22,8,AROL1: Dinucleotide auto covariance of lag1 on ROL,Nucleotide related,#b2df8a
625,22,9,PSNCB: Primary or secondary nitrogens composition of B,Topological indice,#cab2d6
626,22,10,TPSCB: Topological polar surface area_3 composition of B,Topological indice,#cab2d6
627,22,11,TPS: Topological polar surface area_3101,Topological indice,#cab2d6
628,22,12,HPC: Gas-hexadecane PC_320,Partition coefficient,#a6cee3
629,22,13,ORFEI: Entropy density I on ORF,Open reading frame,#ff7f00
630,22,14,LFI: Lipoaffinity index_310,Solubility lipoaffinity,#33a02c
631,22,15,TraEM: Entropy density M on transcript,Transcript related,#fb9a99
632,22,16,PHBCA: Potential Hydrogen Bonds_3 composition of A,Hydrogen bond related,#6a3d9a
633,22,17,HPC: Gas-hexadecane PC_3002,Partition coefficient,#a6cee3
634,22,18,HPC: Gas-hexadecane PC000,Partition coefficient,#a6cee3
635,22,19,ComRA: Composition of A,Transcript related,#fb9a99
636,22,20,SLFCB: Sum of path lengths starting from oxygens_3 composition of B,Topological indice,#cab2d6
637,22,21,SHACB: Strong H-Bond acceptors_3 composition of B,Hydrogen bond related,#6a3d9a
638,22,22,ORFEN: Entropy density N on ORF,Open reading frame,#ff7f00
639,22,23,ORFEK: Entropy density K on ORF,Open reading frame,#ff7f00
640,22,24,SHA: Strong H-Bond acceptors_3200,Hydrogen bond related,#6a3d9a
641,22,25,SHA: Strong H-Bond acceptors_320,Hydrogen bond related,#6a3d9a
642,22,26,ORFEP: Entropy density P on ORF,Open reading frame,#ff7f00
643,22,27,PCDTT: Parallel correlation PseDN composition of TT,Nucleotide related,#b2df8a
644,23,0,ABDG1: Dinucleotide auto covariance of lag1 on BDG,Nucleotide related,#b2df8a
645,23,1,ASMH1: Dinucleotide auto covariance of lag1 on SMH,Nucleotide related,#b2df8a
646,23,2,L1BDS: Series correlation PseDN composition of lamda1-BDS,Nucleotide related,#b2df8a
647,23,3,ASDG2: Dinucleotide auto covariance of lag2 on SDG,Nucleotide related,#b2df8a
648,23,4,AETI2: Dinucleotide auto covariance of lag2 on ETI,Nucleotide related,#b2df8a
649,23,5,CC219: Cross covariance of lag2 on SKE-WCI,Nucleotide related,#b2df8a
650,23,6,CC218: Cross covariance of lag2 on SKE-ETI,Nucleotide related,#b2df8a
651,23,7,CC224: Cross covariance of lag2 on WCI-SKE,Nucleotide related,#b2df8a
652,23,8,ABST1: Dinucleotide auto covariance of lag1 on BST,Nucleotide related,#b2df8a
