,x,y,v,Subtypes,colors
337,12,1,SCFre: Stop codon frequency,Codon related,#679DC4
338,12,2,L5UTR: Length of 5 untranslated region,Transcript related,#CCB441
339,12,3,PSN: Primary or secondary nitrogens01,Topological indice,#B4B044
340,12,4,MLFB1: Linear free energy distribution of 0.25B,Hydrogen bond related,#FFC000
341,12,5,SLFA1: Sum of path lengths starting from oxygens_3 distribution of 0.25A,Topological indice,#B4B044
342,12,6,DPRC2: Distribution of 0.50C,Transcript related,#CCB441
343,12,7,SLFA3: Sum of path lengths starting from oxygens_3 distribution of 0.75A,Topological indice,#B4B044
344,12,8,SHAC3: Strong H-Bond acceptors_3 distriCution of 0.75C,Hydrogen bond related,#FFC000
345,12,9,ORFEM: Entropy density M on ORF,Open reading frame,#BDC6CF
346,12,10,CNH: NH- count1,Molecular fingerprint,#9AB6D1
347,12,11,TPS: Topological polar surface area_3021,Topological indice,#B4B044
348,12,12,CNH: NH- count110,Molecular fingerprint,#9AB6D1
349,12,13,TPS: Topological polar surface area_3120,Topological indice,#B4B044
350,12,14,PSN: Primary or secondary nitrogens010,Topological indice,#B4B044
351,12,15,TraEL: Entropy density L on transcript,Transcript related,#CCB441
352,12,16,MRe: Molar refractivity011,Polarizability refractivity,#A0CF6D
353,12,17,HPC: Gas-hexadecane PC_3012,Partition coefficient,#C6CEBA
354,12,18,HPC: Gas-hexadecane PC_3210,Partition coefficient,#C6CEBA
355,12,19,PHB: Potential Hydrogen Bonds_301,Hydrogen bond related,#FFC000
356,12,20,TraEH: Entropy density H on transcript,Transcript related,#CCB441
357,12,21,((.(,Secondary structure,#76A6D3
358,12,22,SHD: Strong H-Bond donors01,Hydrogen bond related,#FFC000
359,12,23,.(.,Secondary structure,#76A6D3
360,12,24,PSN: Primary or secondary nitrogens00,Topological indice,#B4B044
361,12,25,TPS: Topological polar surface area_3200,Topological indice,#B4B044
362,12,26,TPS: Topological polar surface area_302,Topological indice,#B4B044
363,12,27,TraER: Entropy density R on transcript,Transcript related,#CCB441
364,13,0,EiPS3: Electron-ion interaction pseudopotential spectrum 0.75,EIIP based spectrum,#99C94D
365,13,1,EiPS2: Electron-ion interaction pseudopotential spectrum 0.5,EIIP based spectrum,#99C94D
366,13,2,SHDB1: Strong H-Bond donors distribution of 0.25B,Hydrogen bond related,#FFC000
367,13,3,LFIC1: Lipoaffinity index_3 distriCution of 0.25C,Solubility lipoaffinity,#D1963A
368,13,4,PHBC1: Potential Hydrogen Bonds_3 distriCution of 0.25C,Hydrogen bond related,#FFC000
369,13,5,SLFA2: Sum of path lengths starting from oxygens_3 distribution of 0.50A,Topological indice,#B4B044
370,13,6,MLFB2: Linear free energy distribution of 0.50B,Hydrogen bond related,#FFC000
371,13,7,HPCB3: Gas-hexadecane PC distribution of 0.75B,Partition coefficient,#C6CEBA
372,13,8,DPRC3: Distribution of 0.75C,Transcript related,#CCB441
373,13,9,CC105: Cross covariance of lag1 on PID-SLI,Nucleotide related,#ED7D31
374,13,10,MRe: Molar refractivity101,Polarizability refractivity,#A0CF6D
375,13,11,HPC: Gas-hexadecane PC_3201,Partition coefficient,#C6CEBA
376,13,12,CNH: NH- count011,Molecular fingerprint,#9AB6D1
377,13,13,CC115: Cross covariance of lag1 on ETI-SLI,Nucleotide related,#ED7D31
378,13,14,PSN: Primary or secondary nitrogens100,Topological indice,#B4B044
379,13,15,PSN: Primary or secondary nitrogens001,Topological indice,#B4B044
380,13,16,MRe: Molar refractivity110,Polarizability refractivity,#A0CF6D
381,13,17,HPC: Gas-hexadecane PC010,Partition coefficient,#C6CEBA
382,13,18,HPC: Gas-hexadecane PC001,Partition coefficient,#C6CEBA
383,13,19,PHBAB: Potential Hydrogen Bonds_3 transition between A and B,Hydrogen bond related,#FFC000
384,13,20,ORFEH: Entropy density H on ORF,Open reading frame,#BDC6CF
385,13,21,TraET: Entropy density T on transcript,Transcript related,#CCB441
386,13,22,.((,Secondary structure,#76A6D3
387,13,23,(.((,Secondary structure,#76A6D3
388,13,24,(.(,Secondary structure,#76A6D3
389,13,25,..(.,Secondary structure,#76A6D3
390,13,26,.(.(,Secondary structure,#76A6D3
391,13,27,TPS: Topological polar surface area_3020,Topological indice,#B4B044
392,14,0,Base pairs,Secondary structure,#76A6D3
393,14,1,SCCou: Stop codon count,Codon related,#679DC4
394,14,2,TPSC1: Topological polar surface area_3 distriCution of 0.25C,Topological indice,#B4B044
395,14,3,DPRG1: Distribution of 0.25G,Transcript related,#CCB441
396,14,4,PSNA1: Primary or secondary nitrogens distribution of 0.25A,Topological indice,#B4B044
397,14,5,C5UTR: Coverage of 5 untranslated region,Transcript related,#CCB441
398,14,6,MLFB3: Linear free energy distribution of 0.75B,Hydrogen bond related,#FFC000
399,14,7,LFIA2: Lipoaffinity index distribution of 0.50A,Solubility lipoaffinity,#D1963A
400,14,8,LFI: Lipoaffinity index_3102,Solubility lipoaffinity,#D1963A
401,14,9,HPC: Gas-hexadecane PC_3102,Partition coefficient,#C6CEBA
402,14,10,MRe: Molar refractivity01,Polarizability refractivity,#A0CF6D
403,14,11,MReAB: Molar refractivity transition between A and B,Polarizability refractivity,#A0CF6D
404,14,12,PCDl1: Parallel correlation PseDN composition of lamda1,Nucleotide related,#ED7D31
405,14,13,CC110: Cross covariance of lag1 on BDS-SLI,Nucleotide related,#ED7D31
406,14,14,CC125: Cross covariance of lag1 on WCI-SLI,Nucleotide related,#ED7D31
407,14,15,ORFEL: Entropy density L on ORF,Open reading frame,#BDC6CF
408,14,16,CNH: NH- count101,Molecular fingerprint,#9AB6D1
409,14,17,PCDl2: Parallel correlation PseDN composition of lamda2,Nucleotide related,#ED7D31
410,14,18,SHA: Strong H-Bond acceptors_3102,Hydrogen bond related,#FFC000
411,14,19,HPC: Gas-hexadecane PC100,Partition coefficient,#C6CEBA
412,14,20,SHA: Strong H-Bond acceptors_3120,Hydrogen bond related,#FFC000
413,14,21,TraAC: Transition between A and C,Transcript related,#CCB441
414,14,22,...,Secondary structure,#76A6D3
415,14,23,(((.,Secondary structure,#76A6D3
416,14,24,(.,Secondary structure,#76A6D3
417,14,25,.((.,Secondary structure,#76A6D3
418,14,26,.(..,Secondary structure,#76A6D3
419,14,27,(.(.,Secondary structure,#76A6D3
420,15,0,EipAP: Electron-ion interaction pseudopotential average power,EIIP based spectrum,#99C94D
421,15,1,PHBC2: Potential Hydrogen Bonds_3 distriCution of 0.50C,Hydrogen bond related,#FFC000
422,15,2,LFIC2: Lipoaffinity index_3 distriCution of 0.50C,Solubility lipoaffinity,#D1963A
423,15,3,SHDB2: Strong H-Bond donors distribution of 0.50B,Hydrogen bond related,#FFC000
424,15,4,PSNA3: Primary or secondary nitrogens distribution of 0.75A,Topological indice,#B4B044
425,15,5,TPSC3: Topological polar surface area_3 distriCution of 0.75C,Topological indice,#B4B044
426,15,6,PSNA2: Primary or secondary nitrogens distribution of 0.50A,Topological indice,#B4B044
427,15,7,CC126: Cross covariance of lag1 on SLI-PID,Nucleotide related,#ED7D31
428,15,8,CC103: Cross covariance of lag1 on PID-SKE,Nucleotide related,#ED7D31
429,15,9,MRe: Molar refractivity010,Polarizability refractivity,#A0CF6D
430,15,10,LFI: Lipoaffinity index_3201,Solubility lipoaffinity,#D1963A
431,15,11,MRe: Molar refractivity10,Polarizability refractivity,#A0CF6D
432,15,12,(,Secondary structure,#76A6D3
433,15,13,((,Secondary structure,#76A6D3
434,15,14,CC210: Cross covariance of lag2 on BDS-SLI,Nucleotide related,#ED7D31
435,15,15,CC215: Cross covariance of lag2 on ETI-SLI,Nucleotide related,#ED7D31
436,15,16,CNH: NH- count01,Molecular fingerprint,#9AB6D1
437,15,17,CNH: NH- count10,Molecular fingerprint,#9AB6D1
438,15,18,CNH: NH- count010,Molecular fingerprint,#9AB6D1
439,15,19,MLF: Linear free energy10,Hydrogen bond related,#FFC000
440,15,20,SHA: Strong H-Bond acceptors_3021,Hydrogen bond related,#FFC000
441,15,21,SCDAT: Series correlation PseDN composition of AT,Nucleotide related,#ED7D31
442,15,22,PCDAT: Parallel correlation PseDN composition of AT,Nucleotide related,#ED7D31
443,15,23,..,Secondary structure,#76A6D3
444,15,24,..(,Secondary structure,#76A6D3
445,15,25,((.,Secondary structure,#76A6D3
446,15,26,.(((,Secondary structure,#76A6D3
447,15,27,.(,Secondary structure,#76A6D3
448,16,0,L3UTR: Length of 3 untranslated region,Transcript related,#CCB441
449,16,1,TPSC2: Topological polar surface area_3 distriCution of 0.50C,Topological indice,#B4B044
450,16,2,DPRG2: Distribution of 0.50G,Transcript related,#CCB441
451,16,3,PHBC3: Potential Hydrogen Bonds_3 distriCution of 0.75C,Hydrogen bond related,#FFC000
452,16,4,DPRG3: Distribution of 0.75G,Transcript related,#CCB441
453,16,5,LFIC3: Lipoaffinity index_3 distriCution of 0.75C,Solubility lipoaffinity,#D1963A
454,16,6,CC104: Cross covariance of lag1 on PID-WCI,Nucleotide related,#ED7D31
455,16,7,ALBZ2: Dinucleotide auto covariance of lag2 on LBZ,Nucleotide related,#ED7D31
456,16,8,ARIS2: Dinucleotide auto covariance of lag2 on RIS,Nucleotide related,#ED7D31
457,16,9,ASEZ2: Dinucleotide auto covariance of lag2 on SEZ,Nucleotide related,#ED7D31
458,16,10,ATWI2: Dinucleotide auto covariance of lag2 on TWI,Nucleotide related,#ED7D31
459,16,11,ASLI2: Dinucleotide auto covariance of lag2 on SLI,Nucleotide related,#ED7D31
460,16,12,AAPH2: Dinucleotide auto covariance of lag2 on APH,Nucleotide related,#ED7D31
461,16,13,(((,Secondary structure,#76A6D3
462,16,14,SHAC4: Strong H-Bond acceptors_3 distriCution of 1.00C,Hydrogen bond related,#FFC000
463,16,15,SLFA4: Sum of path lengths starting from oxygens_3 distribution of 1.00A,Topological indice,#B4B044
464,16,16,MLFB4: Linear free energy distribution of 1.00B,Hydrogen bond related,#FFC000
465,16,17,SHA: Strong H-Bond acceptors_3201,Hydrogen bond related,#FFC000
466,16,18,ASFB1: Dinucleotide auto covariance of lag1 on SFB,Nucleotide related,#ED7D31
467,16,19,CC129: Cross covariance of lag1 on SLI-SKE,Nucleotide related,#ED7D31
468,16,20,CC127: Cross covariance of lag1 on SLI-BDS,Nucleotide related,#ED7D31
469,16,21,PCDTA: Parallel correlation PseDN composition of TA,Nucleotide related,#ED7D31
470,16,22,SHABC: Strong H-Bond acceptors_3 transition between B and C,Hydrogen bond related,#FFC000
471,16,23,ORFET: Entropy density T on ORF,Open reading frame,#BDC6CF
472,16,24,....,Secondary structure,#76A6D3
473,16,25,(...,Secondary structure,#76A6D3
474,16,26,..((,Secondary structure,#76A6D3
475,16,27,(..(,Secondary structure,#76A6D3
476,17,0,APIA1: Dinucleotide auto covariance of lag1 on PIA,Nucleotide related,#ED7D31
477,17,1,CC114: Cross covariance of lag1 on ETI-WCI,Nucleotide related,#ED7D31
478,17,2,SHDB3: Strong H-Bond donors distribution of 0.75B,Hydrogen bond related,#FFC000
479,17,3,ABST1: Dinucleotide auto covariance of lag1 on BST,Nucleotide related,#ED7D31
480,17,4,TPS: Topological polar surface area_3102,Topological indice,#B4B044
481,17,5,CC113: Cross covariance of lag1 on ETI-SKE,Nucleotide related,#ED7D31
482,17,6,CC101: Cross covariance of lag1 on PID-BDS,Nucleotide related,#ED7D31
483,17,7,CC102: Cross covariance of lag1 on PID-ETI,Nucleotide related,#ED7D31
484,17,8,APID2: Dinucleotide auto covariance of lag2 on PID,Nucleotide related,#ED7D31
485,17,9,ATIL2: Dinucleotide auto covariance of lag2 on TIL,Nucleotide related,#ED7D31
486,17,10,APDT2: Dinucleotide auto covariance of lag2 on PDT,Nucleotide related,#ED7D31
487,17,11,CC220: Cross covariance of lag2 on SKE-SLI,Nucleotide related,#ED7D31
488,17,12,AIBA2: Dinucleotide auto covariance of lag2 on IBA,Nucleotide related,#ED7D31
489,17,13,((((,Secondary structure,#76A6D3
490,17,14,CC225: Cross covariance of lag2 on WCI-SLI,Nucleotide related,#ED7D31
491,17,15,DPRG4: Distribution of 1.00G,Transcript related,#CCB441
492,17,16,HPCB4: Gas-hexadecane PC distribution of 1.00B,Partition coefficient,#C6CEBA
493,17,17,LFIC4: Lipoaffinity index_3 distriCution of 1.00C,Solubility lipoaffinity,#D1963A
494,17,18,CNHAB: NH- count transition between A and B,Molecular fingerprint,#9AB6D1
495,17,19,TPS: Topological polar surface area_3201,Topological indice,#B4B044
496,17,20,MLF: Linear free energy01,Hydrogen bond related,#FFC000
497,17,21,CC130: Cross covariance of lag1 on SLI-WCI,Nucleotide related,#ED7D31
498,17,22,SCDTA: Series correlation PseDN composition of TA,Nucleotide related,#ED7D31
499,17,23,TPS: Topological polar surface area_3000,Topological indice,#B4B044
500,17,24,TPS: Topological polar surface area_300,Topological indice,#B4B044
501,17,25,.,Secondary structure,#76A6D3
502,17,26,...(,Secondary structure,#76A6D3
503,17,27,(..,Secondary structure,#76A6D3
504,18,0,AETI1: Dinucleotide auto covariance of lag1 on ETI,Nucleotide related,#ED7D31
505,18,1,CC107: Cross covariance of lag1 on BDS-ETI,Nucleotide related,#ED7D31
506,18,2,APTW1: Dinucleotide auto covariance of lag1 on PTW,Nucleotide related,#ED7D31
507,18,3,ASKE1: Dinucleotide auto covariance of lag1 on SKE,Nucleotide related,#ED7D31
508,18,4,L1SKE: Series correlation PseDN composition of lamda1-SKE,Nucleotide related,#ED7D31
509,18,5,CC108: Cross covariance of lag1 on BDS-SKE,Nucleotide related,#ED7D31
510,18,6,L2SKE: Series correlation PseDN composition of lamda2-SKE,Nucleotide related,#ED7D31
511,18,7,ADDT2: Dinucleotide auto covariance of lag2 on DDT,Nucleotide related,#ED7D31
512,18,8,AHTF2: Dinucleotide auto covariance of lag2 on HTF,Nucleotide related,#ED7D31
513,18,9,L2PID: Series correlation PseDN composition of lamda2-PID,Nucleotide related,#ED7D31
514,18,10,L2SLI: Series correlation PseDN composition of lamda2-SLI,Nucleotide related,#ED7D31
515,18,11,AABA1: Dinucleotide auto covariance of lag1 on ABA,Nucleotide related,#ED7D31
516,18,12,ASFB2: Dinucleotide auto covariance of lag2 on SFB,Nucleotide related,#ED7D31
517,18,13,CC229: Cross covariance of lag2 on SLI-SKE,Nucleotide related,#ED7D31
518,18,14,CC230: Cross covariance of lag2 on SLI-WCI,Nucleotide related,#ED7D31
519,18,15,CC228: Cross covariance of lag2 on SLI-ETI,Nucleotide related,#ED7D31
520,18,16,TPSC4: Topological polar surface area_3 distriCution of 1.00C,Topological indice,#B4B044
521,18,17,PHBC4: Potential Hydrogen Bonds_3 distriCution of 1.00C,Hydrogen bond related,#FFC000
522,18,18,CC226: Cross covariance of lag2 on SLI-PID,Nucleotide related,#ED7D31
523,18,19,APDT1: Dinucleotide auto covariance of lag1 on PDT,Nucleotide related,#ED7D31
524,18,20,ASLI1: Dinucleotide auto covariance of lag1 on SLI,Nucleotide related,#ED7D31
525,18,21,MLFAB: Linear free energy transition between A and B,Hydrogen bond related,#FFC000
526,18,22,SHA: Strong H-Bond acceptors_3012,Hydrogen bond related,#FFC000
527,18,23,SHA: Strong H-Bond acceptors_3210,Hydrogen bond related,#FFC000
528,18,24,CNH: NH- count0,Molecular fingerprint,#9AB6D1
529,18,25,CNH: NH- count000,Molecular fingerprint,#9AB6D1
530,18,26,CNH: NH- count00,Molecular fingerprint,#9AB6D1
531,18,27,((..,Secondary structure,#76A6D3
532,19,0,AWCI1: Dinucleotide auto covariance of lag1 on WCI,Nucleotide related,#ED7D31
533,19,1,CC109: Cross covariance of lag1 on BDS-WCI,Nucleotide related,#ED7D31
534,19,2,CC119: Cross covariance of lag1 on SKE-WCI,Nucleotide related,#ED7D31
535,19,3,L1ETI: Series correlation PseDN composition of lamda1-ETI,Nucleotide related,#ED7D31
536,19,4,CC124: Cross covariance of lag1 on WCI-SKE,Nucleotide related,#ED7D31
537,19,5,L1WCI: Series correlation PseDN composition of lamda1-WCI,Nucleotide related,#ED7D31
538,19,6,L2WCI: Series correlation PseDN composition of lamda2-WCI,Nucleotide related,#ED7D31
539,19,7,ASKE2: Dinucleotide auto covariance of lag2 on SKE,Nucleotide related,#ED7D31
540,19,8,ASTB2: Dinucleotide auto covariance of lag2 on STB,Nucleotide related,#ED7D31
541,19,9,CC116: Cross covariance of lag1 on SKE-PID,Nucleotide related,#ED7D31
542,19,10,ABLS2: Dinucleotide auto covariance of lag2 on BLS,Nucleotide related,#ED7D31
543,19,11,ASDH1: Dinucleotide auto covariance of lag1 on SDH,Nucleotide related,#ED7D31
544,19,12,ASHI2: Dinucleotide auto covariance of lag2 on SHI,Nucleotide related,#ED7D31
545,19,13,SHAB4: Strong H-Bond acceptors_3 distribution of 1.00B,Hydrogen bond related,#FFC000
546,19,14,ABDT2: Dinucleotide auto covariance of lag2 on BDT,Nucleotide related,#ED7D31
547,19,15,CC227: Cross covariance of lag2 on SLI-BDS,Nucleotide related,#ED7D31
548,19,16,SHAA4: Strong H-Bond acceptors_3 distribution of 1.00A,Hydrogen bond related,#FFC000
549,19,17,SHDB4: Strong H-Bond donors distribution of 1.00B,Hydrogen bond related,#FFC000
550,19,18,PHBB4: Potential Hydrogen Bonds_3 distribution of 1.00B,Hydrogen bond related,#FFC000
551,19,19,ProII: Pseudo protein instability index,Pseudo protein related,#B3CE93
552,19,20,L1SLI: Series correlation PseDN composition of lamda1-SLI,Nucleotide related,#ED7D31
553,19,21,ATIL1: Dinucleotide auto covariance of lag1 on TIL,Nucleotide related,#ED7D31
554,19,22,CC128: Cross covariance of lag1 on SLI-ETI,Nucleotide related,#ED7D31
555,19,23,CNH: NH- count001,Molecular fingerprint,#9AB6D1
556,19,24,TPSCA: Topological polar surface area_3 composition of A,Topological indice,#B4B044
557,19,25,CNHCA: NH- count composition of A,Molecular fingerprint,#9AB6D1
558,19,26,TPS: Topological polar surface area_30,Topological indice,#B4B044
559,19,27,0,NaN,#000000
560,20,0,ADGC1: Dinucleotide auto covariance of lag1 on DGC,Nucleotide related,#ED7D31
561,20,1,ASMG1: Dinucleotide auto covariance of lag1 on SMG,Nucleotide related,#ED7D31
562,20,2,CC118: Cross covariance of lag1 on SKE-ETI,Nucleotide related,#ED7D31
563,20,3,CC224: Cross covariance of lag2 on WCI-SKE,Nucleotide related,#ED7D31
564,20,4,CC213: Cross covariance of lag2 on ETI-SKE,Nucleotide related,#ED7D31
565,20,5,CC208: Cross covariance of lag2 on BDS-SKE,Nucleotide related,#ED7D31
566,20,6,L2ETI: Series correlation PseDN composition of lamda2-ETI,Nucleotide related,#ED7D31
567,20,7,L2BDS: Series correlation PseDN composition of lamda2-BDS,Nucleotide related,#ED7D31
568,20,8,ABST2: Dinucleotide auto covariance of lag2 on BST,Nucleotide related,#ED7D31
569,20,9,CC121: Cross covariance of lag1 on WCI-PID,Nucleotide related,#ED7D31
570,20,10,ProPI: Pseudo protein isoelectric point,Pseudo protein related,#B3CE93
571,20,11,ASDS1: Dinucleotide auto covariance of lag1 on SDS,Nucleotide related,#ED7D31
572,20,12,ASHI1: Dinucleotide auto covariance of lag1 on SHI,Nucleotide related,#ED7D31
573,20,13,LFIB4: Lipoaffinity index distribution of 1.00B,Solubility lipoaffinity,#D1963A
574,20,14,SLFB4: Sum of path lengths starting from oxygens_3 distribution of 1.00B,Topological indice,#B4B044
575,20,15,AABA2: Dinucleotide auto covariance of lag2 on ABA,Nucleotide related,#ED7D31
576,20,16,HPCB4: Gas-hexadecane PC_3 distribution of 1.00B,Partition coefficient,#C6CEBA
577,20,17,CNHB4: NH- count distribution of 1.00B,Molecular fingerprint,#9AB6D1
578,20,18,CC205: Cross covariance of lag2 on PID-SLI,Nucleotide related,#ED7D31
579,20,19,ATWI1: Dinucleotide auto covariance of lag1 on TWI,Nucleotide related,#ED7D31
580,20,20,CC120: Cross covariance of lag1 on SKE-SLI,Nucleotide related,#ED7D31
581,20,21,TraES: Entropy density S on transcript,Transcript related,#CCB441
582,20,22,SHD: Strong H-Bond donors100,Hydrogen bond related,#FFC000
583,20,23,LFI: Lipoaffinity index_3012,Solubility lipoaffinity,#D1963A
584,20,24,ORFEQ: Entropy density Q on ORF,Open reading frame,#BDC6CF
585,20,25,CNH: NH- count100,Molecular fingerprint,#9AB6D1
586,20,26,TraEQ: Entropy density Q on transcript,Transcript related,#CCB441
587,20,27,0,NaN,#000000
588,21,0,CC123: Cross covariance of lag1 on WCI-ETI,Nucleotide related,#ED7D31
589,21,1,ADST1: Dinucleotide auto covariance of lag1 on DST,Nucleotide related,#ED7D31
590,21,2,ASDG1: Dinucleotide auto covariance of lag1 on SDG,Nucleotide related,#ED7D31
591,21,3,AETI2: Dinucleotide auto covariance of lag2 on ETI,Nucleotide related,#ED7D31
592,21,4,CC117: Cross covariance of lag1 on SKE-BDS,Nucleotide related,#ED7D31
593,21,5,CC214: Cross covariance of lag2 on ETI-WCI,Nucleotide related,#ED7D31
594,21,6,CC207: Cross covariance of lag2 on BDS-ETI,Nucleotide related,#ED7D31
595,21,7,CC209: Cross covariance of lag2 on BDS-WCI,Nucleotide related,#ED7D31
596,21,8,ABDS2: Dinucleotide auto covariance of lag2 on BDS,Nucleotide related,#ED7D31
597,21,9,AROL2: Dinucleotide auto covariance of lag2 on ROL,Nucleotide related,#ED7D31
598,21,10,CC111: Cross covariance of lag1 on ETI-PID,Nucleotide related,#ED7D31
599,21,11,AIBA1: Dinucleotide auto covariance of lag1 on IBA,Nucleotide related,#ED7D31
600,21,12,L1PID: Series correlation PseDN composition of lamda1-PID,Nucleotide related,#ED7D31
601,21,13,ABDT1: Dinucleotide auto covariance of lag1 on BDT,Nucleotide related,#ED7D31
602,21,14,LFIB4: Lipoaffinity index_3 distribution of 1.00B,Solubility lipoaffinity,#D1963A
603,21,15,DPRT4: Distribution of 1.00T,Transcript related,#CCB441
604,21,16,ASDS2: Dinucleotide auto covariance of lag2 on SDS,Nucleotide related,#ED7D31
605,21,17,ASDH2: Dinucleotide auto covariance of lag2 on SDH,Nucleotide related,#ED7D31
606,21,18,ORFES: Entropy density S on ORF,Open reading frame,#BDC6CF
607,21,19,CC216: Cross covariance of lag2 on SKE-PID,Nucleotide related,#ED7D31
608,21,20,ARIS1: Dinucleotide auto covariance of lag1 on RIS,Nucleotide related,#ED7D31
609,21,21,LFI: Lipoaffinity index010,Solubility lipoaffinity,#D1963A
610,21,22,SHD: Strong H-Bond donors001,Hydrogen bond related,#FFC000
611,21,23,SHD: Strong H-Bond donors010,Hydrogen bond related,#FFC000
612,21,24,SLF: Sum of path lengths starting from oxygens_301,Topological indice,#B4B044
613,21,25,SLFAB: Sum of path lengths starting from oxygens_3 transition between A and B,Topological indice,#B4B044
614,21,26,SLF: Sum of path lengths starting from oxygens_310,Topological indice,#B4B044
615,21,27,0,NaN,#000000
616,22,0,CC122: Cross covariance of lag1 on WCI-BDS,Nucleotide related,#ED7D31
617,22,1,ASDG2: Dinucleotide auto covariance of lag2 on SDG,Nucleotide related,#ED7D31
618,22,2,ABDG2: Dinucleotide auto covariance of lag2 on BDG,Nucleotide related,#ED7D31
619,22,3,AHCT2: Dinucleotide auto covariance of lag2 on HCT,Nucleotide related,#ED7D31
620,22,4,ADGC2: Dinucleotide auto covariance of lag2 on DGC,Nucleotide related,#ED7D31
621,22,5,CC223: Cross covariance of lag2 on WCI-ETI,Nucleotide related,#ED7D31
622,22,6,CC204: Cross covariance of lag2 on PID-WCI,Nucleotide related,#ED7D31
623,22,7,CC212: Cross covariance of lag2 on ETI-BDS,Nucleotide related,#ED7D31
624,22,8,CC222: Cross covariance of lag2 on WCI-BDS,Nucleotide related,#ED7D31
625,22,9,ABDH2: Dinucleotide auto covariance of lag2 on BDH,Nucleotide related,#ED7D31
626,22,10,CC106: Cross covariance of lag1 on BDS-PID,Nucleotide related,#ED7D31
627,22,11,ADDT1: Dinucleotide auto covariance of lag1 on DDT,Nucleotide related,#ED7D31
628,22,12,AAPH1: Dinucleotide auto covariance of lag1 on APH,Nucleotide related,#ED7D31
629,22,13,SHDA3: Strong H-Bond donors distribution of 0.75A,Hydrogen bond related,#FFC000
630,22,14,APID1: Dinucleotide auto covariance of lag1 on PID,Nucleotide related,#ED7D31
631,22,15,DPRA4: Distribution of 1.00A,Transcript related,#CCB441
632,22,16,SHAA3: Strong H-Bond acceptors_3 distribution of 0.75A,Hydrogen bond related,#FFC000
633,22,17,DPRC4: Distribution of 1.00C,Transcript related,#CCB441
634,22,18,CC203: Cross covariance of lag2 on PID-SKE,Nucleotide related,#ED7D31
635,22,19,ASEZ1: Dinucleotide auto covariance of lag1 on SEZ,Nucleotide related,#ED7D31
636,22,20,AHTF1: Dinucleotide auto covariance of lag1 on HTF,Nucleotide related,#ED7D31
637,22,21,LFI: Lipoaffinity index100,Solubility lipoaffinity,#D1963A
638,22,22,PHB: Potential Hydrogen Bonds_302,Hydrogen bond related,#FFC000
639,22,23,PHBAC: Potential Hydrogen Bonds_3 transition between A and C,Hydrogen bond related,#FFC000
640,22,24,LFI: Lipoaffinity index_3120,Solubility lipoaffinity,#D1963A
641,22,25,SCDAC: Series correlation PseDN composition of AC,Nucleotide related,#ED7D31
642,22,26,PCDAC: Parallel correlation PseDN composition of AC,Nucleotide related,#ED7D31
643,22,27,0,NaN,#000000
644,23,0,CC112: Cross covariance of lag1 on ETI-BDS,Nucleotide related,#ED7D31
645,23,1,CC219: Cross covariance of lag2 on SKE-WCI,Nucleotide related,#ED7D31
646,23,2,ADST2: Dinucleotide auto covariance of lag2 on DST,Nucleotide related,#ED7D31
647,23,3,ASMS2: Dinucleotide auto covariance of lag2 on SMS,Nucleotide related,#ED7D31
648,23,4,AWCI2: Dinucleotide auto covariance of lag2 on WCI,Nucleotide related,#ED7D31
649,23,5,APTW2: Dinucleotide auto covariance of lag2 on PTW,Nucleotide related,#ED7D31
650,23,6,CC202: Cross covariance of lag2 on PID-ETI,Nucleotide related,#ED7D31
651,23,7,CC221: Cross covariance of lag2 on WCI-PID,Nucleotide related,#ED7D31
652,23,8,CC201: Cross covariance of lag2 on PID-BDS,Nucleotide related,#ED7D31
653,23,9,MLFA3: Linear free energy distribution of 0.75A,Hydrogen bond related,#FFC000
654,23,10,SHDA1: Strong H-Bond donors distribution of 0.25A,Hydrogen bond related,#FFC000
655,23,11,ORFIn: ORF integrity,Open reading frame,#BDC6CF
656,23,12,DPRT3: Distribution of 0.75T,Transcript related,#CCB441
657,23,13,HPCC3: Gas-hexadecane PC_3 distriCution of 0.75C,Partition coefficient,#C6CEBA
658,23,14,LFIA3: Lipoaffinity index_3 distribution of 0.75A,Solubility lipoaffinity,#D1963A
659,23,15,LFIA3: Lipoaffinity index distribution of 0.75A,Solubility lipoaffinity,#D1963A
660,23,16,CNHB3: NH- count distribution of 0.75B,Molecular fingerprint,#9AB6D1
661,23,17,CNHB2: NH- count distribution of 0.50B,Molecular fingerprint,#9AB6D1
662,23,18,SHAA2: Strong H-Bond acceptors_3 distribution of 0.50A,Hydrogen bond related,#FFC000
663,23,19,PPMFS: Pseudo protein PI-MW frame score,Pseudo protein related,#B3CE93
664,23,20,ALBZ1: Dinucleotide auto covariance of lag1 on LBZ,Nucleotide related,#ED7D31
665,23,21,LFI: Lipoaffinity index001,Solubility lipoaffinity,#D1963A
666,23,22,TraED: Entropy density D on transcript,Transcript related,#CCB441
667,23,23,PHB: Potential Hydrogen Bonds_320,Hydrogen bond related,#FFC000
668,23,24,LFI: Lipoaffinity index_3021,Solubility lipoaffinity,#D1963A
669,23,25,SCDCA: Series correlation PseDN composition of CA,Nucleotide related,#ED7D31
670,23,26,TraAG: Transition between A and G,Transcript related,#CCB441
671,23,27,0,NaN,#000000
672,24,0,ABDS1: Dinucleotide auto covariance of lag1 on BDS,Nucleotide related,#ED7D31
